,location,total_sqft,bath,price,bhk
6920,Thigalarapalya,1418.0,2.0,104.0,2
6922,Thigalarapalya,3122.0,5.0,225.0,4
6923,Thigalarapalya,2912.0,6.0,210.0,4
6924,Thigalarapalya,1418.0,2.0,103.0,2
6925,Thigalarapalya,2072.0,4.0,159.0,3
6927,Thigalarapalya,1418.0,2.0,106.0,2
6929,Thigalarapalya,1418.0,2.0,104.0,2
6930,Thigalarapalya,3122.0,6.0,237.0,4
6931,Thigalarapalya,1418.0,2.0,105.0,2
6932,Thigalarapalya,1418.0,2.0,104.0,2
6935,Thigalarapalya,1418.0,2.0,106.0,2
6936,Thigalarapalya,2072.0,4.0,155.0,3
6937,Thigalarapalya,1830.0,4.0,135.0,3
6938,Thigalarapalya,1418.0,2.0,105.0,2
6939,Thigalarapalya,2072.0,4.0,160.0,3
6943,Thigalarapalya,2072.0,4.0,160.0,3
6944,Thigalarapalya,2072.0,4.0,155.0,3
6945,Thigalarapalya,3122.0,6.0,235.0,4
6946,Thigalarapalya,2072.0,4.0,153.0,3
6948,Thigalarapalya,2072.0,4.0,157.0,3
6949,Thigalarapalya,1418.0,2.0,105.0,2
6950,Thigalarapalya,3362.0,5.0,249.0,4
6951,Thigalarapalya,3122.0,6.0,245.0,4
6954,Thigalarapalya,4190.0,4.0,325.0,4
6958,Thigalarapalya,1400.0,2.0,105.0,2
6960,Thigalarapalya,1297.0,2.0,98.0,2
6962,Thubarahalli,3800.0,4.0,239.0,4
6963,Thubarahalli,1200.0,2.0,78.0,2
6964,Thubarahalli,1128.0,2.0,75.0,2
6965,Thubarahalli,1185.0,2.0,65.0,2
6966,Thubarahalli,975.0,2.0,55.0,2
6967,Thubarahalli,1330.0,2.0,75.0,2
6968,Thubarahalli,1085.0,2.0,70.0,2
6969,Thubarahalli,1216.0,2.0,80.0,2
6970,Thubarahalli,1200.0,2.0,79.0,2
6971,Thubarahalli,1200.0,2.0,80.0,2
6972,Thubarahalli,1200.0,2.0,79.55,2
6974,Thubarahalli,2625.0,3.0,175.0,3
6975,Thubarahalli,975.0,2.0,50.0,2
6977,Thubarahalli,1584.0,3.0,101.0,3
6978,Thyagaraja Nagar,800.0,1.0,100.0,1
6979,Thyagaraja Nagar,2000.0,4.0,145.0,5
6980,Thyagaraja Nagar,1270.0,2.0,95.25,3
6981,Thyagaraja Nagar,1040.0,2.0,68.0,2
6982,Tindlu,1500.0,2.0,87.0,3
6983,Tindlu,7500.0,7.0,400.0,7
6984,Tindlu,1357.0,2.0,65.0,3
6985,Tindlu,1500.0,3.0,87.0,3
6986,Tindlu,1370.07,3.0,65.0,3
6987,Tindlu,1165.0,2.0,59.8,2
6988,Tindlu,1050.0,2.0,55.0,2
6989,Tindlu,1100.0,2.0,55.0,2
6990,Tumkur Road,1500.0,3.0,95.0,3
6991,Tumkur Road,1779.0,3.0,112.0,3
6992,Tumkur Road,1586.0,3.0,100.0,3
6993,Tumkur Road,1098.0,2.0,72.0,2
6994,Tumkur Road,1354.0,3.0,90.0,3
6995,Tumkur Road,1240.0,2.0,84.0,3
6996,Tumkur Road,1239.0,2.0,82.0,2
6997,Tumkur Road,1246.0,2.0,82.0,2
6998,Tumkur Road,1500.0,3.0,100.0,3
7000,Tumkur Road,1416.0,3.0,94.0,3
7001,Tumkur Road,1027.0,2.0,60.0,2
7002,Tumkur Road,1027.0,2.0,68.62,2
7003,Tumkur Road,1459.0,2.0,95.0,3
7004,Tumkur Road,992.0,2.0,60.0,2
7005,Tumkur Road,1066.0,2.0,52.5,2
7006,Tumkur Road,4800.0,5.0,150.0,5
7007,Tumkur Road,708.0,2.0,32.0,2
7008,Tumkur Road,1240.0,2.0,79.0,3
7009,Tumkur Road,1441.0,2.0,95.0,3
7010,Tumkur Road,1240.0,2.0,83.0,3
7011,Tumkur Road,1035.0,2.0,39.0,2
7012,Tumkur Road,1027.0,2.0,67.0,2
7014,Tumkur Road,992.0,2.0,70.0,2
7015,Tumkur Road,1354.0,3.0,85.86,3
7016,Ulsoor,2135.0,3.0,215.0,3
7017,Ulsoor,1275.0,2.0,120.0,2
7018,Ulsoor,1020.0,3.0,110.0,3
7019,Ulsoor,1200.0,2.0,60.0,2
7020,Ulsoor,1180.0,2.0,100.0,2
7021,Ulsoor,1340.0,3.0,90.0,3
7022,Ulsoor,1500.0,2.0,125.0,3
7023,Ulsoor,2000.0,3.0,185.0,3
7024,Ulsoor,1255.0,2.0,120.0,2
7025,Ulsoor,1685.0,4.0,185.0,3
7027,Ulsoor,2135.0,3.0,170.0,3
7028,Ulsoor,1160.0,2.0,130.0,2
7029,Uttarahalli,1440.0,2.0,62.0,3
7030,Uttarahalli,1143.0,2.0,45.0,2
7031,Uttarahalli,1020.0,2.0,45.0,2
7032,Uttarahalli,1286.0,2.0,63.0,2
7033,Uttarahalli,1101.0,2.0,45.0,2
7034,Uttarahalli,1345.0,2.0,67.0,2
7037,Uttarahalli,1175.0,2.0,47.0,2
7038,Uttarahalli,1390.0,2.0,62.55,3
7039,Uttarahalli,1330.0,2.0,56.0,3
7040,Uttarahalli,1008.0,2.0,45.0,2
7041,Uttarahalli,1390.0,2.0,60.47,3
7042,Uttarahalli,1617.0,3.0,66.68,3
7043,Uttarahalli,1150.0,2.0,49.0,2
7044,Uttarahalli,1330.0,2.0,56.0,3
7045,Uttarahalli,1200.0,2.0,44.0,2
7048,Uttarahalli,882.0,2.0,30.0,2
7049,Uttarahalli,993.0,2.0,39.71,2
7050,Uttarahalli,1045.0,2.0,45.0,2
7051,Uttarahalli,850.0,2.0,37.93,2
7053,Uttarahalli,3600.0,6.0,120.0,6
7054,Uttarahalli,1788.0,3.0,98.34,3
7055,Uttarahalli,1345.0,2.0,57.0,3
7056,Uttarahalli,1089.0,2.0,43.55,2
7058,Uttarahalli,1279.0,2.0,48.0,2
7060,Uttarahalli,1425.0,2.0,64.0,3
7061,Uttarahalli,1155.0,2.0,40.42,2
7062,Uttarahalli,1050.0,2.0,42.0,2
7063,Uttarahalli,1300.0,2.0,55.0,3
7064,Uttarahalli,1250.0,2.0,55.0,3
7065,Uttarahalli,1700.0,3.0,88.0,3
7066,Uttarahalli,1200.0,3.0,50.0,3
7067,Uttarahalli,1085.0,2.0,43.0,2
7069,Uttarahalli,1175.0,2.0,47.0,2
7070,Uttarahalli,1689.28,3.0,91.2,3
7071,Uttarahalli,1175.0,2.0,47.0,2
7072,Uttarahalli,1137.0,2.0,63.0,2
7073,Uttarahalli,1215.0,2.0,52.85,3
7074,Uttarahalli,1325.0,2.0,53.0,2
7075,Uttarahalli,1300.0,2.0,60.0,3
7076,Uttarahalli,850.0,2.0,35.0,2
7077,Uttarahalli,1627.86,3.0,88.0,3
7079,Uttarahalli,1360.0,2.0,61.2,3
7080,Uttarahalli,661.0,1.0,36.0,1
7081,Uttarahalli,1134.0,2.0,45.36,2
7083,Uttarahalli,1320.0,2.0,55.44,3
7084,Uttarahalli,1390.0,2.0,61.16,3
7085,Uttarahalli,1090.0,2.0,45.0,2
7086,Uttarahalli,1050.0,2.0,42.0,2
7087,Uttarahalli,1123.0,2.0,48.0,2
7088,Uttarahalli,1329.0,2.0,56.0,3
7089,Uttarahalli,938.0,2.0,35.0,2
7092,Uttarahalli,1100.0,1.0,45.0,2
7093,Uttarahalli,1125.0,2.0,47.0,2
7095,Uttarahalli,1685.0,3.0,85.0,3
7096,Uttarahalli,1390.0,2.0,62.55,3
7098,Uttarahalli,1180.0,2.0,41.3,2
7099,Uttarahalli,1380.0,2.0,42.0,2
7100,Uttarahalli,1737.0,2.0,95.0,3
7102,Uttarahalli,1160.0,2.0,45.0,2
7103,Uttarahalli,1280.0,2.0,60.0,3
7105,Uttarahalli,1190.0,2.0,53.55,2
7106,Uttarahalli,1330.0,2.0,57.0,3
7107,Uttarahalli,1560.0,3.0,74.0,3
7109,Uttarahalli,1125.0,2.0,48.0,2
7110,Uttarahalli,1320.0,2.0,55.44,3
7112,Uttarahalli,1160.0,2.0,40.6,2
7115,Uttarahalli,1065.0,2.0,42.59,2
7116,Uttarahalli,1075.0,2.0,46.76,2
7117,Uttarahalli,1155.0,2.0,40.6,2
7120,Uttarahalli,1215.0,2.0,52.85,3
7122,Uttarahalli,1180.0,2.0,41.3,2
7125,Uttarahalli,1002.0,2.0,40.08,2
7126,Uttarahalli,1002.0,2.0,40.08,2
7127,Uttarahalli,1075.0,2.0,40.0,2
7129,Uttarahalli,1155.0,2.0,40.43,2
7131,Uttarahalli,1025.0,2.0,35.88,2
7132,Uttarahalli,1125.0,2.0,47.65,2
7133,Uttarahalli,1300.0,2.0,55.0,2
7134,Uttarahalli,1025.0,2.0,35.88,2
7135,Uttarahalli,980.0,2.0,45.0,2
7136,Uttarahalli,1125.0,2.0,47.0,2
7141,Uttarahalli,1175.0,2.0,47.0,2
7144,Uttarahalli,1525.0,2.0,62.82,3
7145,Uttarahalli,1265.0,2.0,65.0,3
7148,Uttarahalli,1213.0,2.0,48.0,2
7150,Uttarahalli,900.0,2.0,35.0,2
7151,Uttarahalli,1065.0,2.0,42.6,2
7154,Uttarahalli,1125.0,2.0,47.0,2
7155,Uttarahalli,1270.0,2.0,55.25,3
7156,Uttarahalli,1270.0,2.0,55.25,3
7157,Uttarahalli,1107.0,2.0,45.0,2
7158,Uttarahalli,1200.0,2.0,55.0,2
7160,Uttarahalli,1460.0,3.0,76.0,3
7161,Uttarahalli,1500.0,3.0,68.0,3
7162,Uttarahalli,1120.0,2.0,50.0,2
7163,Uttarahalli,1150.0,2.0,46.0,2
7164,Uttarahalli,1330.0,2.0,58.0,3
7166,Uttarahalli,1050.0,2.0,42.0,2
7167,Uttarahalli,1125.0,2.0,48.0,2
7169,Uttarahalli,1345.0,2.0,57.0,3
7170,Uttarahalli,1345.0,2.0,57.0,3
7172,Uttarahalli,1000.0,2.0,52.0,2
7173,Uttarahalli,1037.0,2.0,36.0,2
7175,Uttarahalli,1000.0,2.0,39.5,2
7176,Uttarahalli,1125.0,1.0,45.0,2
7178,Uttarahalli,1160.0,2.0,40.58,2
7179,Uttarahalli,1123.0,2.0,60.0,2
7181,Uttarahalli,1000.0,2.0,35.0,2
7182,Uttarahalli,1330.0,2.0,57.0,3
7183,Uttarahalli,1125.0,2.0,47.0,2
7184,Uttarahalli,1165.0,1.0,42.09,2
7185,Uttarahalli,1260.0,2.0,55.0,2
7186,Uttarahalli,1284.0,2.0,53.36,2
7187,Uttarahalli,1150.0,2.0,45.99,2
7189,Uttarahalli,1290.0,2.0,56.12,3
7190,Uttarahalli,1328.0,2.0,56.0,3
7191,Uttarahalli,1040.0,2.0,36.4,2
7192,Uttarahalli,1290.0,2.0,56.12,3
7194,Uttarahalli,1075.0,2.0,46.76,2
7195,Uttarahalli,1345.0,2.0,57.0,3
7196,Varthur,1160.0,2.0,44.0,2
7197,Varthur,1385.0,2.0,80.0,2
7199,Varthur,1024.0,2.0,42.0,2
7200,Varthur,1125.0,2.0,40.0,2
7201,Varthur,1112.0,2.0,40.0,2
7202,Varthur,1055.0,2.0,45.35,2
7203,Varthur,1280.0,2.0,65.0,2
7204,Varthur,977.0,2.0,36.0,2
7205,Varthur,1250.0,3.0,71.0,3
7206,Varthur,1200.0,3.0,67.75,3
7207,Varthur,1111.0,2.0,41.88,2
7208,Varthur,1140.0,2.0,55.5,2
7209,Varthur,1012.0,2.0,59.0,2
7210,Varthur,1140.0,2.0,39.9,2
7211,Varthur,1090.0,2.0,48.0,2
7212,Varthur,1450.0,3.0,71.0,3
7213,Varthur,1210.0,2.0,60.0,2
7214,Varthur,1070.0,2.0,46.0,2
7215,Varthur,1360.0,2.0,85.0,3
7216,Varthur,965.0,2.0,34.0,2
7217,Varthur,1120.0,2.0,44.24,2
7218,Varthur,1395.0,2.0,79.0,3
7219,Varthur,1085.0,2.0,45.0,2
7220,Varthur,1250.0,2.0,47.0,2
7221,Varthur,1200.0,3.0,68.38,3
7223,Varthur,1155.0,2.0,60.0,2
7224,Varthur,1035.0,2.0,60.0,2
7225,Varthur,1155.0,2.0,39.0,2
7226,Varthur,1180.0,2.0,55.0,2
7228,Varthur,1738.0,2.0,57.35,2
7229,Varthur,1045.0,2.0,40.65,2
7230,Varthur,1155.0,2.0,39.0,2
7232,Varthur,1210.0,2.0,64.15,2
7234,Varthur,1105.0,2.0,38.0,2
7235,Varthur,1560.0,3.0,90.0,3
7236,Varthur,1760.0,2.0,85.0,2
7237,Varthur,1210.0,2.0,54.0,2
7238,Varthur,1112.0,2.0,40.0,2
7240,Varthur,1000.0,1.0,65.0,2
7242,Varthur Road,1083.0,2.0,61.75,2
7243,Varthur Road,2760.0,4.0,155.0,4
7244,Varthur Road,900.0,2.0,27.0,2
7245,Varthur Road,1277.0,2.0,59.0,2
7246,Varthur Road,1247.0,2.0,58.0,3
7247,Varthur Road,1050.0,2.0,42.7,2
7248,Varthur Road,1255.0,2.0,52.76,2
7250,Varthur Road,1033.0,2.0,32.0,2
7251,Varthur Road,1140.0,2.0,49.11,2
7252,Varthur Road,850.0,2.0,25.4,2
7253,Vasanthapura,1022.0,2.0,40.0,2
7254,Vasanthapura,1135.0,2.0,39.73,2
7255,Vasanthapura,995.0,2.0,34.82,2
7256,Vasanthapura,995.0,2.0,34.82,2
7257,Vasanthapura,1037.0,2.0,36.28,2
7258,Vasanthapura,978.0,2.0,34.22,2
7259,Vasanthapura,1037.0,2.0,36.28,2
7260,Vidyaranyapura,1440.0,2.0,95.0,2
7261,Vidyaranyapura,1062.0,2.0,38.0,2
7262,Vidyaranyapura,1200.0,2.0,55.0,2
7263,Vidyaranyapura,1200.0,4.0,90.0,4
7265,Vidyaranyapura,1060.0,2.0,55.0,2
7266,Vidyaranyapura,1100.0,2.0,54.0,2
7267,Vidyaranyapura,1440.0,2.0,70.0,3
7268,Vidyaranyapura,1100.0,2.0,54.0,2
7269,Vidyaranyapura,1000.0,2.0,35.0,2
7271,Vidyaranyapura,1120.0,2.0,70.0,2
7272,Vidyaranyapura,945.0,2.0,40.0,2
7273,Vidyaranyapura,1100.0,2.0,54.0,2
7274,Vidyaranyapura,1200.0,2.0,65.0,3
7275,Vidyaranyapura,1200.0,2.0,52.0,2
7276,Vidyaranyapura,1050.0,2.0,50.0,2
7277,Vidyaranyapura,1188.0,2.0,50.0,2
7278,Vidyaranyapura,1100.0,2.0,75.0,3
7279,Vidyaranyapura,1100.0,2.0,72.0,3
7280,Vidyaranyapura,2400.0,5.0,135.0,4
7281,Vidyaranyapura,1100.0,2.0,41.0,2
7282,Vidyaranyapura,1200.0,2.0,60.5,2
7283,Vidyaranyapura,1200.0,2.0,42.0,2
7284,Vijayanagar,1704.0,3.0,110.0,3
7285,Vijayanagar,1933.0,3.0,129.0,3
7287,Vijayanagar,1450.0,3.0,100.0,3
7288,Vijayanagar,1580.0,2.0,134.0,3
7289,Vijayanagar,1826.0,3.0,121.0,3
7290,Vijayanagar,1739.0,3.0,116.0,3
7291,Vijayanagar,1490.0,3.0,100.0,3
7292,Vijayanagar,1180.0,2.0,65.0,2
7293,Vijayanagar,606.0,1.0,34.78,1
7294,Vijayanagar,1352.0,2.0,68.0,2
7295,Vijayanagar,1527.0,3.0,115.0,3
7296,Vijayanagar,989.0,2.0,60.0,2
7297,Vijayanagar,1520.0,2.0,103.0,3
7298,Vijayanagar,1749.0,3.0,117.0,3
7299,Vijayanagar,1046.0,2.0,75.0,2
7300,Vijayanagar,606.0,1.0,40.0,1
7301,Vijayanagar,1200.0,2.0,62.0,2
7304,Vijayanagar,1760.0,3.0,140.0,3
7305,Vijayanagar,2047.0,3.0,136.0,3
7306,Vijayanagar,1200.0,2.0,75.0,3
7307,Vijayanagar,1178.0,2.0,82.0,2
7308,Vijayanagar,864.0,2.0,45.0,2
7309,Vijayanagar,2100.0,6.0,252.0,4
7310,Vijayanagar,920.0,2.0,60.0,2
7311,Vijayanagar,1019.0,2.0,58.0,2
7312,Vijayanagar,2400.0,6.0,125.0,5
7313,Vijayanagar,1180.0,2.0,86.0,2
7314,Vijayanagar,1046.0,2.0,49.06,2
7315,Vijayanagar,2400.0,2.0,230.0,1
7316,Vijayanagar,492.0,1.0,40.0,1
7318,Vishveshwarya Layout,750.0,1.0,30.0,1
7319,Vishveshwarya Layout,2000.0,4.0,75.0,4
7320,Vishveshwarya Layout,2100.0,6.0,92.0,6
7321,Vishveshwarya Layout,2000.0,3.0,90.0,4
7322,Vishwapriya Layout,820.0,2.0,30.0,2
7323,Vishwapriya Layout,770.0,2.0,30.0,2
7324,Vishwapriya Layout,910.0,2.0,36.0,2
7325,Vishwapriya Layout,890.0,2.0,37.0,2
7326,Vittasandra,1404.0,2.0,71.0,2
7327,Vittasandra,1246.0,2.0,67.0,2
7328,Vittasandra,1404.0,2.0,69.3,2
7329,Vittasandra,1246.0,2.0,67.3,2
7330,Vittasandra,1246.0,2.0,64.5,2
7331,Vittasandra,1246.0,2.0,64.5,2
7332,Vittasandra,1246.0,2.0,68.0,2
7334,Vittasandra,1238.0,2.0,67.0,2
7335,Vittasandra,1404.0,2.0,75.0,2
7336,Vittasandra,1246.0,2.0,65.0,2
7337,Vittasandra,1238.0,2.0,67.0,2
7338,Vittasandra,1246.0,2.0,67.4,2
7339,Vittasandra,1259.0,2.0,67.4,2
7340,Vittasandra,1404.0,2.0,68.8,2
7341,Vittasandra,1246.0,2.0,62.3,2
7342,Vittasandra,1246.0,2.0,63.0,2
7343,Vittasandra,1246.0,2.0,67.4,2
7344,Vittasandra,1246.0,2.0,65.4,2
7346,Vittasandra,1238.0,2.0,67.32,2
7347,Vittasandra,1246.0,2.0,67.4,2
7349,Vittasandra,1246.0,2.0,67.3,2
7350,Vittasandra,1404.0,2.0,70.0,2
7351,Vittasandra,1259.0,2.0,67.48,2
7352,Vittasandra,1404.0,2.0,75.0,2
7354,Vittasandra,1246.0,2.0,67.0,2
7357,Vittasandra,1404.0,2.0,72.0,2
7358,Vittasandra,1246.0,2.0,67.5,2
7359,Vittasandra,1246.0,2.0,67.5,2
7360,Vittasandra,1404.0,2.0,70.0,2
7361,Vittasandra,1246.0,2.0,65.0,2
7362,Vittasandra,1246.0,2.0,67.4,2
7366,Whitefield,1610.0,3.0,81.0,3
7367,Whitefield,1459.0,2.0,94.82,2
7374,Whitefield,1910.0,3.0,161.0,3
7375,Whitefield,3252.0,4.0,230.0,4
7376,Whitefield,11890.0,4.0,700.0,4
7379,Whitefield,1150.0,2.0,70.0,2
7380,Whitefield,1768.0,3.0,101.0,3
7382,Whitefield,4144.0,4.0,315.0,4
7383,Whitefield,4104.0,4.0,360.0,4
7384,Whitefield,1790.0,3.0,100.0,3
7385,Whitefield,1720.0,3.0,100.0,3
7387,Whitefield,1640.0,4.0,91.0,3
7390,Whitefield,2280.0,4.0,126.0,3
7394,Whitefield,1897.0,3.0,130.0,3
7395,Whitefield,2225.0,2.0,125.0,3
7398,Whitefield,2268.0,3.0,163.0,4
7401,Whitefield,2400.0,4.0,200.0,4
7403,Whitefield,1360.0,2.0,95.0,2
7405,Whitefield,1697.0,3.0,94.79,3
7406,Whitefield,5000.0,4.0,400.0,4
7407,Whitefield,3000.0,5.0,250.0,4
7408,Whitefield,1700.0,3.0,115.0,3
7411,Whitefield,2842.0,3.0,162.0,3
7415,Whitefield,1500.0,3.0,130.0,3
7418,Whitefield,1405.0,2.0,78.0,3
7419,Whitefield,2225.0,3.0,115.0,3
7420,Whitefield,1272.0,2.0,95.05,2
7423,Whitefield,1192.0,2.0,71.0,2
7427,Whitefield,1626.0,3.0,89.0,3
7428,Whitefield,1585.0,3.0,88.0,3
7430,Whitefield,1280.0,2.0,85.0,2
7431,Whitefield,1200.0,3.0,68.5,3
7432,Whitefield,4000.0,4.0,330.0,4
7433,Whitefield,1697.0,3.0,108.0,3
7435,Whitefield,3606.0,4.0,312.0,4
7436,Whitefield,1485.0,2.0,90.0,2
7437,Whitefield,950.0,1.0,50.0,1
7438,Whitefield,3584.0,4.0,199.0,4
7439,Whitefield,825.0,1.0,45.0,1
7442,Whitefield,1635.0,2.0,85.0,3
7443,Whitefield,1216.0,2.0,79.0,2
7448,Whitefield,920.0,2.0,63.0,2
7450,Whitefield,1170.0,2.0,71.0,2
7451,Whitefield,1118.0,2.0,75.0,2
7452,Whitefield,1800.0,3.0,110.0,3
7453,Whitefield,1562.0,3.0,103.0,3
7456,Whitefield,2321.0,4.0,128.0,3
7457,Whitefield,1320.0,2.0,95.0,2
7460,Whitefield,3010.0,3.0,200.0,3
7461,Whitefield,1346.0,2.0,96.17,2
7462,Whitefield,3850.0,5.0,316.0,3
7466,Whitefield,2500.0,4.0,155.0,4
7467,Whitefield,905.0,1.0,55.0,1
7469,Whitefield,2268.0,3.0,146.0,4
7472,Whitefield,3537.0,5.0,210.0,4
7474,Whitefield,1697.0,3.0,115.0,3
7478,Whitefield,3250.0,5.0,290.0,5
7483,Whitefield,3227.0,5.0,250.0,5
7484,Whitefield,1545.0,3.0,79.0,3
7487,Whitefield,3262.0,4.0,260.0,4
7489,Whitefield,1132.0,2.0,79.28,2
7492,Whitefield,2830.0,5.0,160.0,4
7495,Whitefield,3480.0,4.0,284.0,3
7499,Whitefield,1320.0,2.0,79.5,2
7500,Whitefield,750.0,2.0,52.7,2
7501,Whitefield,1200.0,3.0,61.96,3
7507,Whitefield,3445.0,5.0,270.0,4
7508,Whitefield,1700.0,3.0,140.0,3
7509,Whitefield,4827.0,4.0,400.0,4
7510,Whitefield,1405.0,2.0,84.5,2
7512,Whitefield,3252.0,4.0,280.0,4
7514,Whitefield,1150.0,2.0,90.0,2
7515,Whitefield,2400.0,4.0,147.0,4
7517,Whitefield,624.0,1.0,35.0,1
7520,Whitefield,1700.0,3.0,95.0,3
7521,Whitefield,4960.0,4.0,400.0,4
7522,Whitefield,2928.0,4.0,198.0,4
7524,Whitefield,2700.0,5.0,175.0,3
7525,Whitefield,1216.0,2.0,84.0,2
7526,Whitefield,2882.0,5.0,204.0,4
7527,Whitefield,1840.0,3.0,140.0,3
7528,Whitefield,1778.0,3.0,122.0,3
7530,Whitefield,650.0,1.0,25.0,1
7531,Whitefield,2155.0,3.0,125.0,4
7532,Whitefield,905.0,1.0,52.0,1
7536,Whitefield,810.0,1.0,21.0,1
7538,Whitefield,1216.0,2.0,75.0,2
7540,Whitefield,1255.0,2.0,77.0,2
7541,Whitefield,1216.0,2.0,73.0,2
7545,Whitefield,1745.0,3.0,100.0,3
7546,Whitefield,3200.0,4.0,224.0,4
7548,Whitefield,825.0,1.0,44.9,1
7552,Whitefield,1870.0,3.0,138.0,3
7555,Whitefield,1862.0,3.0,125.0,3
7556,Whitefield,1655.0,3.0,113.0,3
7557,Whitefield,530.0,1.0,29.44,1
7559,Whitefield,905.0,1.0,50.0,1
7560,Whitefield,1600.0,3.0,82.0,3
7561,Whitefield,1230.0,4.0,80.0,4
7563,Whitefield,905.0,1.0,52.0,1
7567,Whitefield,1216.0,2.0,83.0,2
7573,Whitefield,1216.0,2.0,75.0,2
7582,Whitefield,750.0,1.0,51.0,1
7584,Whitefield,1173.0,2.0,77.0,2
7585,Whitefield,1200.0,3.0,68.4,3
7589,Whitefield,3425.0,5.0,250.0,4
7593,Whitefield,2173.0,3.0,128.0,3
7595,Whitefield,905.0,1.0,62.0,1
7596,Whitefield,1870.0,3.0,138.0,3
7597,Whitefield,1320.0,2.0,99.26,2
7598,Whitefield,2901.0,4.0,190.0,3
7599,Whitefield,1485.0,2.0,96.51,2
7600,Whitefield,1755.0,3.0,101.0,3
7602,Whitefield,2225.0,3.0,149.0,3
7603,Whitefield,1250.0,2.0,82.0,2
7604,Whitefield,605.0,1.0,40.0,1
7607,Whitefield,2210.0,3.0,156.0,3
7608,Whitefield,1173.0,2.0,78.2,2
7609,Whitefield,1740.0,4.0,130.0,3
7610,Whitefield,1216.0,2.0,75.0,2
7612,Whitefield,1655.0,3.0,120.0,3
7613,Whitefield,4003.0,6.0,300.0,4
7617,Whitefield,2023.0,4.0,130.0,3
7618,Whitefield,2134.0,4.0,118.0,3
7621,Whitefield,905.0,1.0,60.0,1
7627,Whitefield,1452.0,3.0,90.0,3
7628,Whitefield,2850.0,5.0,240.0,4
7631,Whitefield,2830.0,5.0,190.0,4
7632,Whitefield,1295.0,2.0,78.5,2
7633,Whitefield,840.0,1.0,57.6,1
7634,Whitefield,1991.0,3.0,104.0,3
7638,Whitefield,1655.0,3.0,97.0,3
7639,Whitefield,1850.0,3.0,150.0,3
7640,Whitefield,1200.0,3.0,67.77,3
7641,Whitefield,1290.0,2.0,90.0,2
7644,Whitefield,1216.0,2.0,75.0,2
7645,Whitefield,1356.0,2.0,94.84,2
7646,Whitefield,1338.0,2.0,103.0,2
7649,Whitefield,3450.0,4.0,208.0,3
7653,Whitefield,1267.0,2.0,90.33,2
7654,Whitefield,2400.0,4.0,143.0,4
7655,Whitefield,1836.0,3.0,125.0,3
7657,Whitefield,3596.0,3.0,200.0,3
7658,Whitefield,1275.0,2.0,65.0,3
7661,Whitefield,1216.0,2.0,82.0,2
7663,Whitefield,1564.0,3.0,103.0,3
7664,Whitefield,1585.0,3.0,84.0,3
7667,Whitefield,1558.0,3.0,90.0,3
7668,Whitefield,1216.0,2.0,75.0,2
7670,Whitefield,1704.0,3.0,120.0,3
7674,Whitefield,1300.0,2.0,78.0,2
7675,Whitefield,1570.0,3.0,88.0,3
7676,Whitefield,1216.0,2.0,84.03,2
7678,Whitefield,1216.0,2.0,72.5,2
7680,Whitefield,2025.0,4.0,115.0,3
7681,Whitefield,1346.0,2.0,100.0,3
7685,Whitefield,2990.0,3.0,198.0,4
7688,Whitefield,1720.0,3.0,98.97,3
7689,Whitefield,1600.0,3.0,95.0,3
7690,Whitefield,1655.0,3.0,108.0,3
7691,Whitefield,1740.0,3.0,95.0,3
7693,Whitefield,1350.0,2.0,88.0,2
7695,Whitefield,1216.0,2.0,80.0,2
7696,Whitefield,2900.0,4.0,225.0,4
7697,Whitefield,1340.0,2.0,101.0,2
7699,Whitefield,1500.0,3.0,78.57,3
7700,Whitefield,1626.0,3.0,85.0,3
7704,Whitefield,1270.0,2.0,65.0,3
7705,Whitefield,3117.0,3.0,261.0,3
7706,Whitefield,1216.0,2.0,73.0,2
7708,Whitefield,3150.0,3.0,290.0,3
7710,Whitefield,2956.0,5.0,234.0,4
7714,Whitefield,2247.0,3.0,145.0,3
7715,Whitefield,3940.0,5.0,265.0,4
7719,Whitefield,1180.0,2.0,77.0,2
7720,Whitefield,2140.0,3.0,139.0,3
7721,Whitefield,1314.0,2.0,84.0,2
7728,Whitefield,1431.0,3.0,85.0,3
7729,Whitefield,524.0,1.0,29.0,1
7730,Whitefield,2830.0,4.0,161.0,4
7731,Whitefield,2135.0,3.0,149.0,4
7733,Whitefield,3075.0,2.0,188.0,4
7734,Whitefield,1760.0,3.0,160.0,3
7735,Whitefield,1655.0,3.0,110.0,3
7736,Whitefield,840.0,1.0,57.0,1
7737,Whitefield,1725.0,3.0,106.0,3
7740,Whitefield,516.0,1.0,39.0,1
7742,Whitefield,6000.0,4.0,410.0,4
7743,Whitefield,1639.0,3.0,107.0,3
7744,Whitefield,1820.0,3.0,113.0,3
7746,Whitefield,3565.0,4.0,218.0,4
7747,Whitefield,3410.0,5.0,253.0,4
7750,Whitefield,4500.0,4.0,330.0,4
7751,Whitefield,1250.0,2.0,85.0,2
7753,Whitefield,1277.0,2.0,77.0,2
7754,Whitefield,1820.0,3.0,140.0,3
7755,Whitefield,3453.0,4.0,247.0,4
7760,Whitefield,2280.0,4.0,125.0,3
7761,Whitefield,2882.0,5.0,200.0,4
7767,Whitefield,1270.0,2.0,94.0,2
7768,Whitefield,1220.0,2.0,89.0,2
7771,Whitefield,3758.0,3.0,300.0,3
7778,Whitefield,5400.0,5.0,475.0,4
